id,sentence1,sentence2,dm1,dm2
100,"In fact, when a senior subordinate joined us, there was a revelation-that America was supplying Stinger missiles to the Mujahedeen-on which I should have jumped.",i was disoriented.,by then,"however,"
1627,I guess we'll have to worry ourselves into anxious little balls of cigarette smoke and sadness until the funeral episode drops during November sweeps.,we can speculate.,"in the meantime,","though,"
2994,"My plans of watching every season of ""The X-Files"" in order has now stalled halfway through season three as 90210 takes it's place.","90210 takes the place of ""the oc"" which is what had already distracted me from txf.","or,","rather,"
1933,"At the beginning of the Radical Reformation of the 16th century, Mennonites left behind the religious tradition of single men and women set apart for service to the church.",there were single women and men who devoted their lives to the church - most frequently as missionaries.,"yet,",at the same time
854,Many find this book long (I do...and yet I've read it twice).,the magus is gripping and hard to put down.,"overall,","though,"
4117,"Abrams planned to put the resolution to caucus-goers, who would have a chance to vote on it along with other measures.",voter turnout was so high that he never got a chance to make his pitch.,"in the end,","however,"
114,Pope Benedict has said that the most effective case for Christianity comes through the lives of the saints and Christian art.,"we need to recall anew that beauty is not incidental, but essential, to the life and mission of the church.","clearly,","then,"
3192,other ways of generating money are reducing the daily operation hours at the centers and decreasing the number of days of operation from five to four.,"those cost-cutting measures affect center managers, center employees and drivers.","in turn,","though,"
5824,A lot of us have an image of older adults being pretty lost when it comes to technology.,baby boomers are actually quite tech savvy.,"on the contrary,","though,"
4066,And M.P.,this is noted with limca book of records.,simultaneously,and
2791,I've always felt more at ease with black men because of that!,skin color isn't the only thing i look at because i've dated white guys also and they didn't make my heart flutter in the same way!,however,at the same time
6389,"But they will be as laid down in a business enterprise, not as in a profession.","profit will guide which patient welfare activities will be carried out, and not patient welfare decide where the profits will accrue from.","meaning,","thereby,"
3378,So had my wife.,other root issues that were the source of the yelling we are now in the midst of divorce.,because of that,and
4704,"Too bad for him that, in this year's election, most of them didn't realize it any better than ""progressives"" did; if nothing else, it would have made his fund raising easier.",it didn't matter - at least not for getting reelected.,"in the end,","though,"
990,He was the epitome of integrity and faithfulness.,his greatest contribution was just his godly example of a genuine follower of jesus in word and deed.,"in sum,",therefore
4798,"At home and abroad, the United States has been, for over 50 years a strong voice in the fight against torture.","the cia's method has become so widely accepted that us interrogators seem unaware that they are, in fact, engaged in systematic torture.",simultaneously,"however,"
3449,Coach (98) also makes recommendations about what to study or practice.,instruction is trainee-initiated.,"ultimately,","however,"
