"File Number","Explicit Connective","Arg1 Complete","Arg2 Complete","Explicit Sense1","Explicit Sense2"
"wsj_2059","by","In 1987, the Supreme Court attempted in McNally v.
U.S. to halt the inexorable expansion of these statutes","adopting a rule of strict construction for ambiguous criminal statues.","Contingency.Purpose.Arg1-as-goal","Expansion.Manner.Arg2-as-manner"
"wsj_2059","by","Yet, late last year, Congress effectively reversed this decision","enacting a one-sentence statute that defined fraud to include any scheme to deprive another of ""the intangible right of honest services.""","Contingency.Cause.Reason","Expansion.Manner.Arg2-as-manner"
"wsj_2060","and","But the specialty-material segment slowed somewhat","consumer products continued below expectations.","Expansion.Conjunction",""
"wsj_2061","while","Nervous investors continued to limit their buying to blue-chip stocks","dumping takeover-related issues.","Temporal.Synchronous","Expansion.Conjunction"
"wsj_2061","and","UAL was watched closely","traded heavily.","Expansion.Conjunction",""
"wsj_2061","but","Investors were buying yesterday,","they were running scared to premier blue chips such as Procter & Gamble, which jumped 3 3/8 to 127.","Comparison.Concession.Arg2-as-denier",""
"wsj_2061","and","Citicorp fell 1/2 to 32,","Manufacturers Hanover slipped 3/8 to 40 1/4.","Expansion.Conjunction",""
"wsj_2061","as","In the first hour of trading, about one million shares a minute changed hands on the Big Board","big stock-index arbitrage sell programs pushed prices lower.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2061","and","Delta Air Lines fell 1 7/8 to 67 7/8, USAir Group dropped 3/4 to 40 1/4, Southwest Airlines dipped 1/2 to 25","Alaska Air Group slid 3/8 to 24 1/4.","Expansion.Conjunction",""
"wsj_2061","by","But Texas Air, the owner of Continental and Eastern airlines, bucked the group's decline","rising 7/8 to 14 5/8 in American Stock Exchange trading.","Contingency.Cause.Reason","Expansion.Manner.Arg2-as-manner"
"wsj_2061","after","Eastern said it is ahead of schedule in resuming its operations","filing earlier this year for Chapter 11 bankruptcy protection, from which it expects to emerge early next year.","Temporal.Asynchronous.Succession",""
"wsj_2061","and","Other blue-chip consumer issues also fared relatively well: PepsiCo rose 1 3/8 to 58 1/2; Coca-Cola Co. was unchanged at 66 3/4; McDonald's also closed unchanged at 30 1/2,","Merck rose 1/2 to 75 1/4.","Expansion.Conjunction",""
"wsj_2061","and","Standard & Poor's 500-stock index fell 1.69 to 341.16,","the New York Stock Exchange Composite Index fell 0.88 to 188.89.","Expansion.Conjunction",""
"wsj_2061","and","Philips Industries tumbled 3/8 to 22 7/8; Hilton Hotels fell 2 1/2 to 92","Holiday Corp. fell 2 1/8 to 69 7/8.","Expansion.Conjunction",""
"wsj_2061","and","International Paper fell 1 3/8 to 51 1/2, Union Carbide eased 7/8 to 25, Chevron gained 1/8 to 64,","Eastman Kodak closed down 3/4 to 44 1/4.","Expansion.Conjunction",""
"wsj_2061","if","Bay Financial, which said it may be forced to file under Chapter 11","it can't reach an agreement with its lenders to relieve its debt burden, plunged 1 3/8 to 2 1/8.","Contingency.Condition.Arg2-as-cond",""
"wsj_2061","because","Investment bankers and retailers said the turmoil on Wall Street may benefit managers who plan to bid for U.S. retailing units of the British firm","takeover prices may not be as high as before the recent correction.","Contingency.Cause.Reason",""
"wsj_2061","after","Amex issues with big percentage price gains included two Eastern Air Lines preferred stocks, reacting to the news about improved recovery in flight schedules","the company filed for bankruptcy protection.","Temporal.Asynchronous.Succession",""
"wsj_2061","and","On Monday, the company, a provider of environmental consulting services, reported a wider fiscal fourth-quarter loss","predicted a loss for its fiscal 1990 first quarter, but said a profit is expected for all of fiscal 1990.","Expansion.Conjunction",""
"wsj_2061","but","On Monday, the company, a provider of environmental consulting services, reported a wider fiscal fourth-quarter loss and predicted a loss for its fiscal 1990 first quarter,","said a profit is expected for all of fiscal 1990.","Comparison.Contrast",""
"wsj_2062","before","And they won't consider such a dividend, the trust added,","results are available for the first quarter of 1990.","Temporal.Asynchronous.Precedence",""
"wsj_2063","and","Chemical said deposits Monday were about $5 million higher than usual","it expects more activity as investors receive the proceeds from sales of stock.","Expansion.Conjunction",""
"wsj_2063","as","Chemical said deposits Monday were about $5 million higher than usual and it expects more activity","investors receive the proceeds from sales of stock.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2063","although","Harold Jones, Lincoln's chief retail banking officer, said there hasn't yet been ""a discernible response,""","the ad included a coupon that could arrive later in the week.","Comparison.Concession.Arg2-as-denier",""
"wsj_2063","but","Mr. Mehl noted that actual rates are almost identical on small and large-denomination CDs,","yields on CDs aimed at the individual investor are boosted by more frequent compounding.","Comparison.Concession.Arg2-as-denier",""
"wsj_2064","in order","First, it argues that its capital base must be increased","to maintain its size relative to world financial markets, for which it feels some responsibility.","Contingency.Purpose.Arg2-as-goal",""
"wsj_2064","and","Japan has supported a larger role for the IMF in developing-country debt issues,","is an important financial resource for IMF-guided programs in developing countries.","Expansion.Conjunction",""
"wsj_2064","while","Opponents of the increase argue that the IMF practices central planning","supporting ineffective governments.","Temporal.Synchronous","Expansion.Conjunction"
"wsj_2064","and","The last U.S. congressional authorization, in 1983, was a political donnybrook","carried a $6 billion housing program along with it to secure adequate votes.","Expansion.Conjunction",""
"wsj_2064","and","Liberals may support the stabilizing, quasi-governmental role of the IMF on two conditions: that the administration give assurances that liberal Democrats' support will not be used against them in congressional re-election campaigns;","that the legislation address -- with dollars -- social and environmental concerns.","Expansion.Conjunction",""
"wsj_2064","or","A U.S. decision to refuse the IMF its capital increase,","limit it to 25%, would bring a major change in international economic policy, and could not be taken lightly.","Expansion.Disjunction",""
"wsj_2064","as","Upping the ante could slow economic development even further,","countries delay market-opening steps in anticipation of richer multilateral support.","Temporal.Synchronous","Contingency.Cause.Reason"
"wsj_2064","and","If conservatives don't support an increase in the IMF's capital, then it is incumbent on them to speak up now","explain the alternative.","Contingency.Purpose.Arg2-as-goal",""
"wsj_2065","and","The Merc fined Mr. Roberts $15,000","suspended his trading membership for three years.","Expansion.Conjunction",""
"wsj_2065","and","Mr. Stein was fined $25,000","suspended for three years.","Expansion.Conjunction",""
