id,dm1,dm2,sentence1,sentence2,Explicit Sense1,Implicit Sense1
2343,"overall,","however,","There are, of course, some issues of data integrity and assumptions as in any large statistical analysis.",i think a reasonable picture of the true employment situation can be gleaned from a careful examination of the available data.,,
1016,and,therefore,"Republicans figured that in Mr. Giuliani, the nation's best-known prosecutor, they had a chance for a huge upset in the heart of Democratic territory",that they would pick up a new political star.,Expansion.Conjunction,Contingency.Cause+Belief.Result+Belief
1275,and,because of that,Wall Street has all but conceded on the issue,is now lobbying for the less onerous Senate version of one of the provisions.,Expansion.Conjunction,Contingency.Cause.Result
455,and,then,"""We recognized the problem","took care of it.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
815,and,similarly,"Within the same nine months, News Corp. closed down In Fashion, a once-promising young woman's fashion magazine, Drake Publications Inc. has folded the long-troubled Venture magazine,","Lang Communications has announced Ms. magazine, after 17 years, will no longer carry advertising as of January.",Expansion.Conjunction,Comparison.Similarity
2317,because of that,"though,","Things have been crazy...I got amazingly good news about health insurance near the end of January, which let me keep my current plan.",it's been better for me to be up here.,,
995,and,thus,But industry and OPEC officials agree that a handful of members still have enough unused capacity to glut the market,cause an oil-price collapse a few months from now if OPEC doesn't soon adopt a new quota system to corral its chronic cheaters.,Expansion.Conjunction,Contingency.Cause.Result
1981,"interestingly,","however,","Most frequently appearing in maturity and happening on the face, acne rosacea more commonly affects women.",men commonly have more acute cases when they experience the condition.,,
201,and,thereby,"""You can't say it's a ""tsunami"" (tidal wave), but we're making some headway,"" says Fannie Mae's chairman, David O. Maxwell, who visits Tokyo at least once a year to explain",drum up investor interest in mortgage securities.,Expansion.Conjunction,Expansion.Manner.Arg1-as-manner
161,and,then,You sell the good bank as an ongoing operation,"use some of the proceeds to capitalize the bad bank,"" says thrift specialist Lewis Ranieri of Ranieri Associates in New York.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1579,and,therefore,"""Half of them are really scared","want to sell,"" she said, ""but I'm trying to talk them out of it.""",Expansion.Conjunction,Contingency.Cause.Result
2777,by then,"though,","The ""Pure Google"" part intrigues me, but apparently wont come till the end of the year - November most likely.","i'll have another upgrade, so the droid incredible 2 will do me just fine.",,
2449,"second,",and,"I know everyone does it, but I just prefer not to be caught at it.","this is embarrassing to even write down in this website, but it gives me a bit of a thrill when i think someone is watching me jerk off.",,
702,without,but,"In what amounts to an admission that the transition hasn't gone as smoothly as Sears had hoped, the giant retailer is now trying new ways to drum up business",appearing to abandon its seven-month-old strategy.,Expansion.Manner.Arg2-as-manner,Comparison.Concession.Arg2-as-denier
1500,and,then,But it's like falling off a horse,"getting back on.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
1129,and,yet,"""We could have shouted from the rooftops about Courter . . .","no one would have heard us.""",Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
2613,"in the end,","though,","When you become big, like LTCM did, and some other big players recently, you move the markets, and usually against you.","models are the worst way to try to understand markets, except for all other alternatives that have been tried.",,
1021,and,so,"Now some investment analysts insist that the economic climate has turned cold and gloomy,",they are urging clients to buy bonds before the rally begins.,Expansion.Conjunction,Contingency.Cause.Result
1585,and,as a result,"But the product, which wasn't as concentrated as the new Cheer, bombed in a market test in Denver",was dropped.,Expansion.Conjunction,Contingency.Cause.Result
1955,"in the end,","though,","The quick-fire gameplay is fun for a while, and trying to beat your high score becomes an addictive pursuit.",the game's paucity of content is telling.,,
2253,"or,","rather,","But, y'see, I never knew how insanely true it was until yesterday.",approximately 4:30 this morning.,,
34,and,as a result,"In September, she pleaded guilty",paid a $500 fine.,Expansion.Conjunction,Contingency.Cause.Result
775,and,as a result,"But so far, the effort has failed,",traffic is still slow.,Expansion.Conjunction,Contingency.Cause.Result
2556,"ultimately,","however,","There is something simply enchanting about Breen's prose that draws the reader in, even when asking oneself what the hell is going on.","the octoroon ball is worth the read, and the reread, just to stretch the boundaries of what is real, and what is more real.",,
1478,and,then,"SOFT CONTACT LENSES WON federal blessing on March 18, 1971,",quickly became eye openers for their makers.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
1390,and,as a result,"Early yesterday, investors scrambled to buy Treasury bonds for safety as stock prices plummeted",fears mounted of a replay of Friday.,Expansion.Conjunction,Contingency.Cause.Result
2139,"in sum,",therefore,"that is not the case here, however, for both the majority and i are in agreement that no jurisdictional defect is to be found.",the inquiry applicable to this case is the following: does this court properly exercise its discretion through its remand to the district court when (1) our art.,,
1363,and,therefore,"And White House spokesman Marlin Fitzwater said the deficit was ""an unwelcome increase,"" adding that ""we're hopeful that it simply is a one-month situation","will turn around.""",Expansion.Conjunction,Contingency.Cause.Result
2612,"now,","however,",This approach was appropriate when the technical nature of the embedded system development had a relatively small software component.,"the availability of cheap, powerful, general-purpose microprocessors has moved software into a more critical role in the system design process.",,
2824,"so,",in other words,I do not want to maintain the user infomration in my database.,"i dont want spring to lookup the authorities based on the username, only the groups that are in the headers.",,
2041,"ultimately,","however,","However, these advantages also come at a price.",the currency peg is a policy measure that can be used by any nation and will always remain a viable option.,,
