,sentence1,sentence2,dm1,dm2
5878,"When I grew up, kids were held back or had to go to summer school.","they've moved to an ""industrial, agrarian kind of model"".","apparently,",since then
5879,It wasn't until he was dying himself that he confessed.,"his wife, who also got infected with similar kinds of ailments that killed the other women in his office, had died.",by then,"also,"
5880,"as it stands now, a child must undergo evaluations which map his or her ""social interaction, communication and imaginative skills"" (science daily).",research has suggested that autism might one day be detected by a simple urine test.,"recently,","however,"
5881,Too much to ask?,we can hope.,"probably,",but
5882,Boronkay said that when he was interviewed for the general man ager s job.,he began to realize that his goal was an elusive one.,"gradually,","though,"
5883,"With the rise of al-Qaeda, increasingly repressive regimes, and weak, even collapsing states, the Arab Spring is looking more and more like a nightmare for U.S. security interests.","it makes some sense that the obama administration would increase security assistance to the middle east, from 69 percent of the total budget request for 2014 to 80 percent.","perhaps,","then,"
5884,"Silver-lined, but mostly light and imperturbably unencumbered.",vasandani allows style to overshadow substance.,"occasionally,","though,"
5885,"I have to give a shout-out to this magazine [IEEE Security & Privacy], which also sponsors iCTF, right?",it recently provided cash prizes for the first time.,"absolutely,",and
5886,"By then, bothÂ Collier and Perkins will have become national Division I recruits, glaring exceptions to the ""Colorado doesn't produce Division I players"" stereotype.",perkins and collier are well known throughout the state.,"already,","though,"
5887,Is Murray a better option than a guy like Sarich?,he's not worth 2 second rounders.,"probably,",but
5888,"The green grass has turned to brown in the shade, but the runners remain a smudge in the horizon.",nothing has changed since i seen that picture of life while running through that field.,"really,","though,"
5889,"in a way, we've felt salinger's loss for years - the great author in seclusion in rural new england.","evidence of his existence seeped out - a photograph of him at the supermarket, maybe, pushing a cart like a mortal, like a person who needed [...]...","occasionally,","though,"
5890,"simply by the method of a ""reasonable guess"", i decided to redo the editing with less contrast and saturation boost.",i have discovered for myself a pretty simple method of noise reduction especially suitable for the skies.,"later,","however,"
5891,the abysmal state of global awareness that the american education system imparts to its students serves to prepare them simply to be behind the rest of the world.,"creating a debilitating effect upon the quality of globally aware, internationally sophisticated, globally prepared u.s. citizens produced here in the united states.","this,","in turn,"
5892,He's fun to watch because he literally breaks a sweat talking about stocks.,"someone has been keeping track of the stocks he recommends buying and selling and has no better than ""coin flip"" odds.","apparently,","though,"
5893,Hi i'm a 36 single mom who quit smoking over a year ago.,"added unfortunate situations, i gained over 50 pounds over the last 4 years.",because of that,and
5894,"He stood there, white and shaking, a small trickle of blood making his way down his temple.","he was dream-walking, he crossed to where river lay and, bending down, closed her eyes.","slowly,",as if
5895,Whether all of this was some grand Federation rouse seems unlikely.,many questions about the nature of your experience remain unanswered.,and,"yet,"
5896,It's really easier to tear a bad book apart than to point out all the things that a good book does right.,"it can be more rewarding, talking about what to do instead of what not to.","in the end,","though,"
5897,"Thanks, as always, for your generosity.",what i figured out is that i didn't have all the cards.,"mostly,","though,"
5898,"With its sub- $1,000 street price, HD video support, hard-disk-based recording, and Sony provenance, the Handycam HDR-SR5 certainly seems like a bargain.","the sr5 simply confirms my belief that decent hd video will still run you more than $1,000.","mostly,","however,"
