,sentence1,sentence2,dm1,dm2
956,"the applications and pacs software are preferably stored in memory 21, as noted above.",applications may be stored on a floppy disk in disk drive 19 or a cd-rom in cd-rom drive 20.,alternatively,"however,"
957,"ty tashiro, discovery network's relationship expert and university of maryland professor, may not be a genie in a bottle - but he's here to grant you three wishes.",he wants to make sure you don't squander the three wishes you already have available to you.,"or,","rather,"
958,"Also, since there is one more level with which to play around, the base attack bonus could potentially be one point higher.","the level must be in a prestige class or rogue, otherwise there's an xp penalty applied.","regardless,","though,"
959,"at the very least, this book will be on my ""other readings"" list for us survey book reviews.","i noted this at the outset, michael kramer is a friend.","third,",and
960,"The cooperating agents act autonomously, and may be simultaneously reasoning on different components of the managed system.","to make the system highly generic, the agents may be applied to different functional models within the fault management task, such as correlation of trouble reports, and test management.","similarly,",and
961,But I had a feeling that he doesn't give any big chances to my staying.,mario will have the last word.,"obviously,","though,"
962,This is when I was a kid.,you take something that's yours and you blow it up.,but,"again,"
963,"If they want allies outside of Israel, they will confine themselves to Afghanistan; if they conclude international opinion is a secondary matter, the sky's the limit.",strikes against iraq in the not too distant future seem almost inevitable.,"meantime,","though,"
964,"As a Catholic homeschooling mother of two, I feel it is important to acknowledge that Catholic homeschooling families can come in all shapes and sizes.","""stories for the homeschool heart"" is a great gift to the catholic homeschooling community and i thank armstrong and thomas for bringing it to fruition.","overall,","however,"
965,More than I miss having earrings in the one extra hole in one ear and three extra holes in the other (to include one in the cartilage).,it's remarkable if i actually think to put in one pair of earrings.,"now,","though,"
966,The 1-page US ad was focusing mostly on Korg's Professional Laboratory Systems (PLS) line of synthesizers.,the actual models of these synthesizers - the 3300 and 3100 (and possibly the 3200) - are not mentioned directly.,"although,","interestingly,"
967,"I only had about two hours, enough tokens for about 20 samples, and 72 possibilities.",i settled into a groove.,"eventually,","however,"
968,"Further, in decisions involving fair trial the court was in favor of the prosecution 75%, and in favor of the defendant 25%.",the criminal defendant is at a distinct disadvantage in most criminal cases.,"clearly,","then,"
969,"We were totally this rambling last year, and remember, we were completely on the wrong track then.","we were on the right track, we were just drawing the wrong conclusions.","or,","rather,"
970,"The absence of her distinctive dyed-blonde hair has been a central reason for the pregnancy rumors, and it appears that she is keeping with natural hair these days.",there's no concrete confirmation from either khalifa or rose.,"still,","though,"
