File Number,Explicit Connective,Implicit Connective,Arg1 Complete,Arg2 Complete,Explicit Sense1,Implicit Sense1
wsj_1490,and,thus,"The pilots could borrow against the value of their concessions, using the proceeds to buy back stock from the public",give themselves the majority control they have been seeking.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0277,and,as a result,"At the time, Japan had just opened its doors to the world after about 250 years of isolation",needed a Western-style business center.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0552,and,as a result,"To reduce the danger of such pricing cycles, Akzo has invested heavily in specialty chemicals, which have highly specific industrial uses",tend to produce much higher profit margins than do bulk chemicals.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1218,and,on the other hand,A healthy embryo can be picked for implantation,defective ones discarded.,Expansion.Conjunction,Comparison.Contrast
wsj_1307,and,nevertheless,"In other words, Congress won't let the CIA do much of anything anymore,",that's fine with the CIA.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_0554,with,then,"The agency, with about $35 million in billings, will be dissolved,","some of its staffers absorbed by WCRS's Della Femina McNamee unit in Boston, Ms. Heller said.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1178,and,so,"Any acquisition of Farmers needs the approval of insurance commissioners in the nine states where Farmers operates,","Mr. Bebear's trip will take him to Idaho, Arizona and New York after his stay here; he will meet with insurance regulators, legislators, industry excutives and the press.",Expansion.Conjunction,Contingency.Cause.Result
wsj_2232,and,so,"Many market makers in the S&P 100 index options contract had bullish positions Friday,",when the shutdown came they were frozen with huge losses.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1778,and,then,"Cupboard doors were flying, the trash can in the kitchen walked a few feet, the dogs came running, and I scooted them into the dog run","stood in the doorway myself, watching the outside trash cans dance across the concrete.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1470,and,as a result,"But these days, large firms hire as many as 30 new associates a year,","it's impossible to personally train everyone, says Joel Henning of Hildebrandt Inc., a consulting firm that runs training classes.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1000,and,specifically,We've talked to proponents of index arbitrage,told them to cool it because they're ruining the market.,Expansion.Conjunction,Expansion.Level-of-detail.Arg2-as-detail
wsj_2330,and,therefore,The exchange said it feared that some members wouldn't be able to find enough soybeans to deliver,"would have to default on their contractual obligation to the Italian conglomerate, which had refused requests to reduce its holdings.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0979,and,then,It was the 49-year-old Mr. Evans who had moved into the offices of MGM/UA,run the company during Qintex Australia Ltd. 's aborted bid for the movie company.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1391,and,similarly,"In the first scenario, the reserves would be exhausted next year,",in the second they would be wiped out in 1991.,Expansion.Conjunction,Comparison.Similarity
wsj_1131,and,simultaneously,"By converting an expenditure or loan to a guarantee, the government can ensure the same flow of resources",reduce the current deficit.,Expansion.Conjunction,Temporal.Synchronous
wsj_1064,but,instead,"He declined to disclose specific prices,","said each product costs in the tens of thousands, or even hundreds of thousands, of dollars.",Comparison.Concession.Arg2-as-denier,Expansion.Substitution.Arg2-as-subst
wsj_0109,and,so,"The company's prepared statement quoted him as saying, ""The CEO succession is well along","I've decided for personal reasons to take early retirement.""",Expansion.Conjunction,Contingency.Cause.Result
wsj_1248,and,thus,"And instead of buying the UAL stake, the U.K. carrier will be able to reduce its high debt level",build an acquisition war chest.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0562,and,then,"""But instead of gathering their input piecemeal, we formed the team, which reached consensus on the proposal objectives","produced a statement of work to guide all the functions that were involved.""",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0728,and,then,"Mr. Dorfman states that an investor who invested $100,000 a year ago in the first four stocks selected by your pros and then sold those one month later, purchasing the four new pro picks,","repeated this process for the year would have accumulated $166,537, excluding account dividends, taxes and commissions.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1562,and,thus,"Once the price reaches that level, a stop order turns into a market order,",the order is filled at whatever price the broker can get.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1529,and,thus,"Guillermo Ortiz's Sept. 15 Americas column, ""Mexico's Been Bitten by the Privatization Bug,"" is a refreshingly clear statement of his government's commitment to privatization,",must be welcomed as such by all Americans who wish his country well.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1368,and,so,"""It's an extremely complex market,","you have to be prepared to make a big commitment,"" Mr. Forrester says.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1201,and,thus,"But then steady, concentrated buying by Bear, Stearns & Co., which frequently buys stock for corporate raiders, took hold","steadied the fall in UAL, which eventually buoyed the entire market.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0273,and,so,"""But they wanted to roll the dice","we're going to let them,"" Mr. Hartt said.",Expansion.Conjunction,Contingency.Cause.Result
wsj_0134,and,as a result,"However well intentioned, food transfers have the habit of growing larger",wrecking the market incentives for the recipient country's own farmers.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1506,and,then,"Instead, both congressional and administration officials agreed, it grew out of talks about coup-planning in Panama that were initiated by the administration in July 1988",stretched into last October.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_0044,and,by doing so,She says she offered Mrs. Yeargin a quiet resignation,thought she could help save her teaching certificate.,Contingency.Purpose.Arg2-as-goal,Expansion.Manner.Arg1-as-manner
wsj_1462,and,thus,A Realist official said the company hadn't yet received the full complaint,wouldn't have a response until it had an opportunity to review it.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0293,and,however,"He claimed losses totaling $42,455 --",the IRS denied them all.,Expansion.Conjunction,Comparison.Concession.Arg2-as-denier
wsj_2205,and,thus,"On the screens, only two forlorn blue figures remained, but the index had recovered a few points",was off about 140.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0524,and,so,"Only four months have passed since the Beijing massacre,",few are prepared to predict its ultimate impact.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0359,and,in other words,"""If the Fed does not come to the rescue","produce lower short-term interest rates over the next 30 days, the market's going to flounder,"" says Larry Wachtel, a market analyst with Prudential-Bache Securities.",Expansion.Conjunction,Expansion.Equivalence
wsj_0576,and,instead,"Having resided in the great state of California for the past seven years, I find it hard to ignore our environmental problems when I start my commute to work with eyes tearing and head aching from the polluted air; when I try to enjoy the beaches",come home covered with tar and oil; when I hear of numerous deaths related to irresponsible processing of cheese and use of chemicals in fruit growing.,Expansion.Conjunction,Expansion.Substitution.Arg2-as-subst
wsj_0552,and,as a result,"Towering overcapacity in the synthetic fiber business, which accounted for half of the Dutch chemical company's sales, led to huge losses",left Akzo's survival in doubt.,Expansion.Conjunction,Contingency.Cause.Result
wsj_0942,and,therefore,"And Japan's minister of agriculture, forestry and fisheries told a committee of Japan's parliament that Washington's proposal was impractical",that Tokyo would continue to heavily subsidize its rice farmers.,Expansion.Conjunction,Contingency.Cause.Result
wsj_2222,and,so,"Had the futures and options markets been open, additional liquidity would have been provided","the decline, most probably, would have been less intense.",Expansion.Conjunction,Contingency.Cause.Result
wsj_1643,and,then,"Fortunately, the quake was over before I managed to run out",stand naked on the hood.,Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1567,and,then,"Wearing a business suit and western-style hat and boots, he opened up his briefcase","dumped $1 million in cash on a table in front of the directors, says Myron Diebel, the bank's president.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_2161,and,then,"""The culture is not ready to take off its clothes, lie down","be touched for an hour for $45,"" he says.",Expansion.Conjunction,Temporal.Asynchronous.Precedence
wsj_1004,and,so,"X-rays, by contrast, travel straighter",can be focused more tightly than light.,Expansion.Conjunction,Contingency.Cause.Result
wsj_1634,and,therefore,"Warner itself was in negotiations with MGM over certain movie and other rights,","it was ""in Warner's interest to accommodate MGM/UA, Guber and Peters by permitting them to become MGM executives,"" Mr. Daly said in his affidavit.",Expansion.Conjunction,Contingency.Cause.Result
